StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label,TotBytes_,Dur_,TotBytes_Dur
2011/08/19 10:32:40.111157,0.00028700000000000004,4,11981,38371,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:32:40.112235,0.018231999999999998,3,11981,18827,0,16187,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:32:40.703199,3570.126221,3,11981,36012,2,22851,17426,83,1,1,194,14255,6351,0,0,1,1.0
2011/08/19 10:32:40.703280,3570.126221,3,11981,24155,2,22846,17426,79,1,1,146,8760,4380,0,0,1,1.0
2011/08/19 10:32:40.703332,3583.966797,3,11981,43688,2,15706,17426,83,1,1,435,61029,17652,0,0,1,1.0
2011/08/19 10:32:40.790041,198.238205,3,11981,36819,2,26739,27885,12,1,1,14,924,462,0,0,3,3.0
2011/08/19 10:32:40.950202,198.08905,3,11981,45300,2,26762,27885,12,1,1,14,924,462,0,0,3,3.0
2011/08/19 10:32:48.757227,0.000278,4,11981,20250,1,7859,21484,6,1,1,2,244,81,0,0,0,0.0
2011/08/19 10:32:48.757942,0.00040300000000000004,4,11981,30091,1,7859,21484,6,1,1,2,280,81,0,0,0,0.0
2011/08/19 10:32:48.760519,0.227555,3,11981,41002,0,14539,27885,51,1,1,10,1219,549,0,0,0,0.0
2011/08/19 10:32:50.110212,0.000293,4,11981,33998,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:32:50.111099,0.000388,4,11981,39020,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:32:50.112275,0.018338999999999998,3,11981,43161,0,16156,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:32:51.382581,3325.872314,4,11950,26709,1,31597,3066,6,1,1,74,6660,3330,0,0,1,1.0
2011/08/19 10:32:52.546479,3566.6762700000004,3,11977,21244,2,26737,21129,83,1,1,318,78628,19204,0,0,1,1.0
2011/08/19 10:32:52.950066,59.611095,3,11981,28931,2,16159,17426,13,1,1,11,824,330,0,0,0,0.0
2011/08/19 10:32:54.453521,3544.982178,4,12030,8033,1,31597,3066,6,1,1,110,9900,4950,0,0,1,1.0
2011/08/19 10:32:55.510071,423.62557999999996,3,11981,21070,2,25012,27885,20,1,1,39,13140,3021,0,0,3,3.0
2011/08/19 10:32:56.311207,204.943649,3,11977,41976,2,16156,27885,12,1,1,14,924,462,0,0,3,3.0
2011/08/19 10:33:00.110216,0.000453,4,11981,19148,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:00.111195,0.00032599999999999996,4,11981,39001,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:00.112291,0.018298,3,11981,43162,0,16156,27885,39,1,1,7,478,272,0,0,0,0.0
2011/08/19 10:33:10.110277,0.000383,4,11981,22262,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:10.111151,0.000413,4,11981,23164,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:10.112314,0.019309,3,11981,28982,0,16158,27885,39,1,1,7,478,272,0,0,0,0.0
2011/08/19 10:33:13.826839,0.27156399999999997,3,11981,42052,0,16159,17426,51,1,1,15,2044,875,0,0,0,0.0
2011/08/19 10:33:14.090592,0.316269,3,11981,42053,0,16159,17426,51,1,1,16,2649,1142,0,0,0,0.0
2011/08/19 10:33:14.153086,0.280851,3,11981,20578,0,16158,17426,51,1,1,15,2064,895,0,0,0,0.0
2011/08/19 10:33:14.399176,0.266339,3,11981,42055,0,16159,17426,51,1,1,16,2649,1142,0,0,0,0.0
2011/08/19 10:33:14.426259,0.263374,3,11981,20580,0,16158,17426,51,1,1,16,2677,1162,0,0,0,0.0
2011/08/19 10:33:14.681668,0.254835,3,11981,20581,0,16158,17426,51,1,1,16,2677,1162,0,0,0,0.0
2011/08/19 10:33:19.769225,0.000246,4,11981,18434,1,7859,21484,6,1,1,2,244,81,0,0,0,0.0
2011/08/19 10:33:19.769948,0.00031800000000000003,4,11981,32215,1,7859,21484,6,1,1,2,280,81,0,0,0,0.0
2011/08/19 10:33:19.772619,0.23950100000000002,3,11981,41012,0,14539,27885,51,1,1,10,1219,549,0,0,0,0.0
2011/08/19 10:33:20.110294,0.00043799999999999997,4,11981,38290,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:20.111386,0.000279,4,11981,17781,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:20.112368,0.01795,3,11981,22799,0,16157,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:33:30.110231,0.00029,4,11981,27812,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:30.111155,0.00022999999999999998,4,11981,30855,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:30.112132,0.018216999999999997,3,11981,39773,0,16159,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:33:40.110371,0.000248,4,11981,47172,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:40.111143,0.000276,4,11981,36822,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:40.112172,0.018047,3,11981,39774,0,16159,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:33:50.110337,0.00035099999999999997,4,11981,31936,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:50.111260,0.000384,4,11981,45088,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:33:50.112419,0.018146000000000002,3,11981,22802,0,16157,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:33:50.759923,0.000286,4,11981,39441,1,7859,21484,6,1,1,2,244,81,0,0,0,0.0
2011/08/19 10:33:50.760731,0.00046100000000000004,4,11981,33912,1,7859,21484,6,1,1,2,280,81,0,0,0,0.0
2011/08/19 10:33:50.763423,0.237474,3,11981,41018,0,14539,27885,51,1,1,10,1219,549,0,0,0,0.0
2011/08/19 10:33:58.939980,0.019371,3,11981,45325,2,26762,27885,12,1,1,3,198,132,0,0,0,0.0
2011/08/19 10:34:00.110275,0.00047000000000000004,4,11981,47516,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:00.111335,0.000275,4,11981,20508,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:00.112410,0.018588999999999998,3,11981,18846,0,16187,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:34:00.940591,0.0006940000000000001,3,11981,19966,2,14400,27885,12,1,1,3,198,132,0,0,0,0.0
2011/08/19 10:34:00.940644,0.000735,3,11981,47505,2,14395,27885,12,1,1,3,198,132,0,0,0,0.0
2011/08/19 10:34:08.051817,1800.039307,3,11953,41320,2,7814,28550,98,1,1,16,1499,767,0,0,2,2.0
2011/08/19 10:34:10.110286,0.000541,4,11981,30979,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:10.111327,0.000324,4,11981,22101,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:10.112397,0.017836,3,11981,22805,0,16157,27885,39,1,1,7,478,272,0,0,0,0.0
2011/08/19 10:34:20.110405,0.00041600000000000003,4,11981,45164,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:20.111357,0.00036,4,11981,20230,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:20.112458,0.018479,3,11981,22807,0,16157,27885,39,1,1,7,478,272,0,0,0,0.0
2011/08/19 10:34:21.760455,0.00025499999999999996,4,11981,33532,1,7859,21484,6,1,1,2,244,81,0,0,0,0.0
2011/08/19 10:34:21.761264,0.000229,4,11981,46052,1,7859,21484,6,1,1,2,280,81,0,0,0,0.0
2011/08/19 10:34:21.763911,0.251822,3,11981,41022,0,14539,27885,51,1,1,10,1219,549,0,0,0,0.0
2011/08/19 10:34:30.110309,0.009725,4,11981,21265,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:30.120568,0.000322,4,11981,41348,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:30.121664,0.018945,3,11981,39781,0,16159,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:34:40.110326,0.000396,4,11981,23686,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:40.111329,0.000315,4,11981,31428,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:40.112380,0.018583000000000002,3,11981,22810,0,16157,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:34:43.297863,3501.5356450000004,4,12037,29191,1,31597,3066,6,1,1,42,3780,1890,0,0,1,1.0
2011/08/19 10:34:47.020494,0.00029,4,11981,33386,1,7859,21484,6,1,1,2,225,76,0,0,0,0.0
2011/08/19 10:34:47.021116,0.00031600000000000004,4,11981,23415,1,7859,21484,6,1,1,2,298,76,0,0,0,0.0
2011/08/19 10:34:47.215777,0.000303,4,11981,28107,1,7859,21484,6,1,1,2,240,78,0,0,0,0.0
2011/08/19 10:34:47.216447,0.00028,4,11981,43436,1,7859,21484,6,1,1,2,422,78,0,0,0,0.0
2011/08/19 10:34:47.217231,1.1132440000000001,3,11981,43829,0,26730,27885,66,1,1,18,5797,4038,0,0,0,0.0
2011/08/19 10:34:48.071782,0.000317,4,11981,36511,1,7859,21484,6,1,1,2,244,73,0,0,0,0.0
2011/08/19 10:34:48.072485,0.00047300000000000006,4,11981,34850,1,7859,21484,6,1,1,2,426,73,0,0,0,0.0
2011/08/19 10:34:48.312747,0.023596000000000002,4,11981,44375,1,7859,21484,6,1,1,2,203,64,0,0,0,0.0
2011/08/19 10:34:48.316213,250.724274,3,11981,43679,0,16166,27885,51,1,1,61,28050,4818,0,0,3,3.0
2011/08/19 10:34:48.316583,10.707901,3,11981,43680,0,16166,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:34:48.316590,0.000248,4,11981,37302,1,7859,21484,6,1,1,2,223,72,0,0,0,0.0
2011/08/19 10:34:48.316661,10.707941,3,11981,43681,0,16166,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:34:48.316787,10.707806,3,11981,43682,0,16166,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:34:48.316796,0.00025299999999999997,4,11981,19364,1,7859,21484,6,1,1,2,207,75,0,0,0,0.0
2011/08/19 10:34:48.316800,10.708083,3,11981,43683,0,16166,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:34:48.316845,0.000276,4,11981,43850,1,7859,21484,6,1,1,2,218,74,0,0,0,0.0
2011/08/19 10:34:48.316885,10.707989,3,11981,43685,0,16166,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:34:48.317193,0.000375,4,11981,29366,1,7859,21484,6,1,1,2,405,72,0,0,0,0.0
2011/08/19 10:34:48.317268,0.000307,4,11981,30133,1,7859,21484,6,1,1,2,207,75,0,0,0,0.0
2011/08/19 10:34:48.317275,0.000484,4,11981,18638,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:48.318076,0.020128999999999998,4,11981,31803,1,7859,21484,6,1,1,2,309,75,0,0,0,0.0
2011/08/19 10:34:48.336682,0.000198,4,11981,47365,1,7859,21484,6,1,1,2,203,64,0,0,0,0.0
2011/08/19 10:34:48.337212,0.00022400000000000002,4,11981,30818,1,7859,21484,6,1,1,2,203,64,0,0,0,0.0
2011/08/19 10:34:48.337740,0.000231,4,11981,45211,1,7859,21484,6,1,1,2,203,64,0,0,0,0.0
2011/08/19 10:34:48.338801,250.701431,3,11981,18899,0,16161,27885,51,1,1,29,8596,1433,0,0,3,3.0
2011/08/19 10:34:48.588056,0.00023999999999999998,4,11981,29620,1,7859,21484,6,1,1,2,200,75,0,0,0,0.0
2011/08/19 10:34:48.588238,0.00023999999999999998,4,11981,27625,1,7859,21484,6,1,1,2,190,70,0,0,0,0.0
2011/08/19 10:34:48.588362,0.00025,4,11981,47180,1,7859,21484,6,1,1,2,256,76,0,0,0,0.0
2011/08/19 10:34:48.588471,0.000213,4,11981,41853,1,7859,21484,6,1,1,2,200,75,0,0,0,0.0
2011/08/19 10:34:48.588605,0.000251,4,11981,41876,1,7859,21484,6,1,1,2,190,70,0,0,0,0.0
2011/08/19 10:34:48.589026,0.000344,4,11981,37317,1,7859,21484,6,1,1,2,390,76,0,0,0,0.0
2011/08/19 10:34:48.589032,0.00049,4,11981,39941,1,7859,21484,6,1,1,2,372,70,0,0,0,0.0
2011/08/19 10:34:48.589081,0.000594,4,11981,33589,1,7859,21484,6,1,1,2,542,75,0,0,0,0.0
2011/08/19 10:34:48.590350,0.000296,4,11981,20568,1,7859,21484,6,1,1,2,227,75,0,0,0,0.0
2011/08/19 10:34:48.590510,0.000268,4,11981,18452,1,7859,21484,6,1,1,2,229,74,0,0,0,0.0
2011/08/19 10:34:48.590785,0.00025,4,11981,38983,1,7859,21484,6,1,1,2,268,79,0,0,0,0.0
2011/08/19 10:34:48.590979,0.000291,4,11981,39657,1,7859,21484,6,1,1,2,377,75,0,0,0,0.0
2011/08/19 10:34:48.590986,0.000429,4,11981,28033,1,7859,21484,6,1,1,2,411,74,0,0,0,0.0
2011/08/19 10:34:48.591335,0.000306,4,11981,18161,1,7859,21484,6,1,1,2,418,79,0,0,0,0.0
2011/08/19 10:34:48.591843,0.14391099999999998,4,11981,25622,1,7859,21484,6,1,1,2,150,75,0,0,0,0.0
2011/08/19 10:34:48.592042,0.00042199999999999996,4,11981,47467,1,7859,21484,6,1,1,2,229,79,0,0,0,0.0
2011/08/19 10:34:48.592395,0.000327,4,11981,32442,1,7859,21484,6,1,1,2,238,77,0,0,0,0.0
2011/08/19 10:34:48.592847,0.000272,4,11981,24453,1,7859,21484,6,1,1,2,411,79,0,0,0,0.0
2011/08/19 10:34:48.593011,0.000348,4,11981,26865,1,7859,21484,6,1,1,2,372,77,0,0,0,0.0
2011/08/19 10:34:48.593966,0.00015,4,11981,18539,1,7859,21484,6,1,1,2,223,76,0,0,0,0.0
2011/08/19 10:34:48.594110,0.000297,4,11981,37777,1,7859,21484,6,1,1,2,263,79,0,0,0,0.0
2011/08/19 10:34:48.594521,0.00040599999999999995,4,11981,33490,1,7859,21484,6,1,1,2,405,76,0,0,0,0.0
2011/08/19 10:34:48.594675,0.00035499999999999996,4,11981,24643,1,7859,21484,6,1,1,2,445,79,0,0,0,0.0
2011/08/19 10:34:48.595782,0.000286,4,11981,21143,1,7859,21484,6,1,1,2,234,75,0,0,0,0.0
2011/08/19 10:34:48.596478,0.000379,4,11981,19643,1,7859,21484,6,1,1,2,384,75,0,0,0,0.0
2011/08/19 10:34:48.735920,0.144656,4,11981,21007,1,7859,21484,6,1,1,2,150,75,0,0,0,0.0
2011/08/19 10:34:48.880796,0.14488099999999998,4,11981,27209,1,7859,21484,6,1,1,2,150,75,0,0,0,0.0
2011/08/19 10:34:49.025834,0.14507799999999998,4,11981,27107,1,7859,21484,6,1,1,2,150,75,0,0,0,0.0
2011/08/19 10:34:49.033006,0.000296,4,11981,44699,1,7859,21484,6,1,1,2,248,74,0,0,0,0.0
2011/08/19 10:34:49.033695,0.000298,4,11981,36285,1,7859,21484,6,1,1,2,430,74,0,0,0,0.0
2011/08/19 10:34:49.034648,250.005325,3,11981,46349,0,16160,27885,51,1,1,23,5471,1984,0,0,3,3.0
2011/08/19 10:34:49.101661,0.14978699999999998,4,11981,20188,1,7859,21484,6,1,1,2,222,76,0,0,0,0.0
2011/08/19 10:34:49.101765,0.00025,4,11981,23620,1,7859,21484,6,1,1,2,257,76,0,0,0,0.0
2011/08/19 10:34:49.102421,0.000557,4,11981,23253,1,7859,21484,6,1,1,2,276,76,0,0,0,0.0
2011/08/19 10:34:49.103825,0.7356590000000001,4,11981,47752,1,7859,21484,6,1,1,2,255,87,0,0,0,0.0
2011/08/19 10:34:49.171168,0.000364,4,11981,38845,1,7859,21484,6,1,1,2,382,75,0,0,0,0.0
2011/08/19 10:34:49.172507,0.392791,4,11981,33868,1,7859,21484,6,1,1,2,227,79,0,0,0,0.0
2011/08/19 10:34:49.251888,0.000308,4,11981,25633,1,7859,21484,6,1,1,2,222,76,0,0,0,0.0
2011/08/19 10:34:49.252560,0.178432,4,11981,33470,1,7859,21484,6,1,1,2,316,76,0,0,0,0.0
2011/08/19 10:34:49.431923,0.000267,4,11981,38513,1,7859,21484,6,1,1,2,266,90,0,0,0,0.0
2011/08/19 10:34:49.432615,0.00035,4,11981,19742,1,7859,21484,6,1,1,2,368,90,0,0,0,0.0
2011/08/19 10:34:49.433823,0.19221300000000002,4,11981,18190,1,7859,21484,6,1,1,2,203,71,0,0,0,0.0
2011/08/19 10:34:49.565710,0.193359,4,11981,36531,1,7859,21484,6,1,1,2,276,79,0,0,0,0.0
2011/08/19 10:34:49.626426,0.00021400000000000002,4,11981,31905,1,7859,21484,6,1,1,2,203,71,0,0,0,0.0
2011/08/19 10:34:49.627040,0.17393499999999998,4,11981,42545,1,7859,21484,6,1,1,2,270,71,0,0,0,0.0
2011/08/19 10:34:49.759963,0.248806,4,11981,18359,1,7859,21484,6,1,1,2,270,76,0,0,0,0.0
2011/08/19 10:34:49.801687,0.121182,4,11981,32981,1,7859,21484,6,1,1,2,219,72,0,0,0,0.0
2011/08/19 10:34:49.839902,0.000236,4,11981,19140,1,7859,21484,6,1,1,2,255,87,0,0,0,0.0
2011/08/19 10:34:49.840520,0.34844899999999995,4,11981,19039,1,7859,21484,6,1,1,2,446,87,0,0,0,0.0
2011/08/19 10:34:49.923296,0.12139100000000001,4,11981,26761,1,7859,21484,6,1,1,2,483,72,0,0,0,0.0
2011/08/19 10:34:50.009329,0.043619,4,11981,19752,1,7859,21484,6,1,1,2,534,76,0,0,0,0.0
2011/08/19 10:34:50.045480,0.320886,4,11981,31728,1,7859,21484,6,1,1,2,247,82,0,0,0,0.0
2011/08/19 10:34:50.054271,0.491658,4,11981,32265,1,7859,21484,6,1,1,2,233,80,0,0,0,0.0
2011/08/19 10:34:50.110306,0.00047000000000000004,4,11981,19229,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:50.111311,0.000291,4,11981,29508,1,7859,21484,6,1,1,2,400,74,0,0,0,0.0
2011/08/19 10:34:50.112323,0.018344,3,11981,39793,0,16159,27885,39,1,1,6,412,272,0,0,0,0.0
2011/08/19 10:34:50.189780,0.114079,4,11981,44543,1,7859,21484,6,1,1,2,200,73,0,0,0,0.0
2011/08/19 10:34:50.304313,0.00021899999999999998,4,11981,42290,1,7859,21484,6,1,1,2,200,73,0,0,0,0.0
2011/08/19 10:34:50.304905,0.116401,4,11981,30213,1,7859,21484,6,1,1,2,278,73,0,0,0,0.0
2011/08/19 10:34:50.366864,0.121689,4,11981,45433,1,7859,21484,6,1,1,2,479,82,0,0,0,0.0
2011/08/19 10:34:50.422118,0.06448200000000001,4,11981,37101,1,7859,21484,6,1,1,2,215,79,0,0,0,0.0
2011/08/19 10:34:50.486961,0.000275,4,11981,23152,1,7859,21484,6,1,1,2,215,79,0,0,0,0.0
2011/08/19 10:34:50.487602,0.039566000000000004,4,11981,40373,1,7859,21484,6,1,1,2,219,79,0,0,0,0.0
2011/08/19 10:34:50.546359,0.143731,4,11981,25218,1,7859,21484,6,1,1,2,266,80,0,0,0,0.0
2011/08/19 10:34:52.762133,0.025519,4,11981,30596,1,7859,21484,6,1,1,2,244,81,0,0,0,0.0
2011/08/19 10:34:52.788285,0.000357,4,11981,31556,1,7859,21484,6,1,1,2,280,81,0,0,0,0.0
2011/08/19 10:34:52.789779,0.252263,3,11981,41035,0,14539,27885,51,1,1,10,1218,549,0,0,0,0.0
2011/08/19 10:34:56.790335,32.227577000000004,3,11981,46776,0,28143,27885,51,1,1,222,238206,10019,0,3,0,15.0
2011/08/19 10:34:56.790768,82.230942,3,11981,46777,0,28143,27885,51,1,1,13,2871,1194,0,0,0,0.0
2011/08/19 10:34:56.790832,0.000173,4,11981,22113,1,7859,21484,6,1,1,2,210,79,0,0,0,0.0
2011/08/19 10:34:56.790840,62.232075,3,11981,46778,0,28143,27885,51,1,1,13,2136,1192,0,0,0,0.0
2011/08/19 10:34:56.790914,12.226925999999999,3,11981,46779,0,28143,27885,51,1,1,12,3191,1132,0,0,0,0.0
2011/08/19 10:34:56.790923,0.000233,4,11981,27724,1,7859,21484,6,1,1,2,221,75,0,0,0,0.0
2011/08/19 10:34:56.790997,302.247711,3,11981,46780,0,28143,27885,51,1,1,23,4008,1528,0,0,3,3.0
2011/08/19 10:34:56.791059,0.000307,4,11981,30908,1,7859,21484,6,1,1,2,209,76,0,0,0,0.0
2011/08/19 10:34:56.791068,12.226857,3,11981,46781,0,28143,27885,51,1,1,11,1687,1136,0,0,0,0.0
2011/08/19 10:34:56.791263,0.000262,4,11981,30050,1,7859,21484,6,1,1,2,210,79,0,0,0,0.0
2011/08/19 10:34:56.791358,0.019575,4,11981,44097,1,7859,21484,6,1,1,2,403,75,0,0,0,0.0
2011/08/19 10:34:56.791763,0.000388,4,11981,24184,1,7859,21484,6,1,1,2,260,79,0,0,0,0.0
2011/08/19 10:34:56.791868,0.000298,4,11981,40798,1,7859,21484,6,1,1,2,209,76,0,0,0,0.0
2011/08/19 10:34:56.792702,0.000285,4,11981,18458,1,7859,21484,6,1,1,2,311,76,0,0,0,0.0
2011/08/19 10:34:56.793041,0.009903,4,11981,34233,1,7859,21484,6,1,1,2,217,74,0,0,0,0.0
2011/08/19 10:34:56.793585,0.0003,4,11981,39284,1,7859,21484,6,1,1,2,206,70,0,0,0,0.0
2011/08/19 10:34:56.794200,0.000195,4,11981,47507,1,7859,21484,6,1,1,2,206,70,0,0,0,0.0
2011/08/19 10:34:56.794762,0.000315,4,11981,19493,1,7859,21484,6,1,1,2,223,70,0,0,0,0.0
2011/08/19 10:34:56.795905,0.017558,4,11981,27918,1,7859,21484,6,1,1,2,197,76,0,0,0,0.0
2011/08/19 10:34:56.803340,0.021462000000000002,4,11981,26412,1,7859,21484,6,1,1,2,399,74,0,0,0,0.0
2011/08/19 10:34:56.813601,0.000218,4,11981,31214,1,7859,21484,6,1,1,2,197,76,0,0,0,0.0
