StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label,TotBytes_,Dur_,TotBytes_Dur
2011/08/18 15:40:11.368578,120.85498,1,4806,20618,0,7462,12208,52,1,1,17,1788,1122,0,0,2,2.0
2011/08/18 15:40:19.889392,0.000304,2,4806,22743,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:40:19.890213,0.0004,2,4806,41541,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:40:19.891349,0.018161,1,4806,41509,0,5728,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:40:29.889504,0.000332,2,4806,34844,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:40:29.890349,0.000339,2,4806,32906,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:40:29.891441,0.018541,1,4806,26858,0,5729,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:40:31.541430,0.00018700000000000002,2,4806,31422,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:40:31.541970,0.000277,2,4806,26280,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:40:31.543258,0.231542,1,4806,40662,0,5115,12186,52,1,1,10,1219,549,0,0,0,0.0
2011/08/18 15:40:39.889378,0.10801,2,4806,32283,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:40:39.997773,0.00043799999999999997,2,4806,31085,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:40:39.998723,0.01825,1,4806,26693,0,5726,12186,43,1,1,7,478,272,0,0,0,0.0
2011/08/18 15:40:42.325538,786.77478,2,4856,43114,1,11271,1317,4,1,1,14,1260,630,0,0,1,1.0
2011/08/18 15:40:49.889562,0.000383,2,4806,27307,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:40:49.890433,0.000478,2,4806,19522,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:40:49.891667,0.018394,1,4806,26694,0,5726,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:40:50.441316,782.817932,2,4775,29561,1,11271,1317,4,1,1,14,1260,630,0,0,1,1.0
2011/08/18 15:40:59.889643,0.000357,2,4806,29425,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:40:59.890379,0.000321,2,4806,41556,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:40:59.891182,0.017537,1,4806,22762,0,5730,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:41:02.543186,0.0008820000000000001,2,4806,19412,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:41:02.544723,0.00043099999999999996,2,4806,32786,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:41:02.546513,0.225327,1,4806,40666,0,5115,12186,52,1,1,10,1219,549,0,0,0,0.0
2011/08/18 15:41:04.442286,84.113998,1,4772,12819,0,9344,12186,54,1,1,14,4271,3790,0,0,2,2.0
2011/08/18 15:41:09.889389,0.000533,2,4806,19173,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:09.890461,0.00042199999999999996,2,4806,27935,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:09.891644,0.018299,1,4806,26697,0,5726,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:41:19.889691,0.00026000000000000003,2,4806,41324,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:19.890471,0.000453,2,4806,25227,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:19.891645,0.018035,1,4806,38157,0,5733,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:41:29.889773,0.000299,2,4806,28563,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:29.890548,0.000298,2,4806,43518,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:29.891607,0.020574000000000002,1,4806,26699,0,5726,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:41:33.541536,0.000221,2,4806,39391,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:41:33.542335,0.000321,2,4806,35082,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:41:33.544462,0.221523,1,4806,40670,0,5115,12186,52,1,1,10,1218,549,0,0,0,0.0
2011/08/18 15:41:39.889670,0.000437,2,4806,40786,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:39.890640,0.000394,2,4806,33357,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:39.891774,0.018353,1,4806,22768,0,5730,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:41:49.889798,0.000393,2,4806,37523,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:49.890862,0.00045599999999999997,2,4806,33420,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:49.892049,0.018228,1,4806,41518,0,5728,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:41:59.800393,0.00023700000000000001,2,4806,18964,1,2578,9437,4,1,1,2,218,74,0,0,0,0.0
2011/08/18 15:41:59.801107,0.00039,2,4806,27619,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:59.802152,479.946106,1,4806,40718,0,5733,7628,52,1,1,99,36545,26450,0,0,4,4.0
2011/08/18 15:41:59.889775,0.000291,2,4806,21214,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:59.890539,0.000303,2,4806,20520,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:41:59.891589,0.018068999999999998,1,4806,32197,0,5727,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:42:04.546334,0.000291,2,4806,30557,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:42:04.547192,0.000262,2,4806,25988,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:42:04.549455,0.30830599999999997,1,4806,40676,0,5115,12186,52,1,1,10,1219,549,0,0,0,0.0
2011/08/18 15:42:09.889813,0.00034700000000000003,2,4806,20761,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:09.890644,0.00027,2,4806,26284,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:09.891660,0.018938999999999998,1,4806,26868,0,5729,12186,43,1,1,7,478,272,0,0,0,0.0
2011/08/18 15:42:19.889776,0.000331,2,4806,43641,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:19.890521,0.000308,2,4806,37214,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:19.891388,0.017843,1,4806,32201,0,5727,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:42:29.889818,0.000392,2,4806,40941,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:29.890811,0.000254,2,4806,36387,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:29.891834,0.018255,1,4806,32202,0,5727,12186,43,1,1,7,478,272,0,0,0,0.0
2011/08/18 15:42:35.537191,0.000227,2,4806,20585,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:42:35.538095,0.00024300000000000002,2,4806,30829,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:42:35.540307,0.21673299999999998,1,4806,40680,0,5115,12186,52,1,1,10,1219,549,0,0,0,0.0
2011/08/18 15:42:39.889813,0.000522,2,4806,34752,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:39.890845,0.00046699999999999997,2,4806,23786,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:39.891949,0.017776,1,4806,41525,0,5728,12186,43,1,1,7,478,272,0,0,0,0.0
2011/08/18 15:42:46.544021,0.009916,2,4806,31044,1,2578,9437,4,1,1,2,256,91,0,0,0,0.0
2011/08/18 15:42:46.554351,0.000455,2,4806,25977,1,2578,9437,4,1,1,2,598,91,0,0,0,0.0
2011/08/18 15:42:46.555655,245.57685899999998,1,4806,40040,0,9364,12186,54,1,1,24,4749,2949,0,0,3,3.0
2011/08/18 15:42:46.591115,0.000239,2,4806,35586,1,2578,9437,4,1,1,2,263,89,0,0,0,0.0
2011/08/18 15:42:46.591792,0.000367,2,4806,33234,1,2578,9437,4,1,1,2,445,89,0,0,0,0.0
2011/08/18 15:42:46.592922,245.555664,1,4806,41973,0,5734,12186,52,1,1,40,15660,10071,0,0,3,3.0
2011/08/18 15:42:49.889886,0.00041900000000000005,2,4806,32957,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:49.890838,0.000266,2,4806,33654,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:49.891870,0.01805,1,4806,22777,0,5730,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:42:59.890853,0.000395,2,4806,35169,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:59.891814,0.000341,2,4806,34645,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:42:59.892829,0.018284,1,4806,19626,0,5727,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:43:00.498486,0.0007,2,4780,8833,1,11271,1317,4,1,1,2,180,90,0,0,0,0.0
2011/08/18 15:43:06.537126,0.00033,2,4806,22264,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:43:06.538012,0.000317,2,4806,26769,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:43:06.540063,0.22435300000000002,1,4806,22030,0,5115,12186,52,1,1,10,1219,549,0,0,0,0.0
2011/08/18 15:43:09.890883,0.000493,2,4806,43410,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:09.891924,0.00037200000000000004,2,4806,29143,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:09.893046,0.018443,1,4806,32203,0,5733,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:43:13.585849,0.263189,1,4806,41150,0,5729,7628,52,1,1,15,2044,875,0,0,0,0.0
2011/08/18 15:43:13.841537,0.498644,1,4806,41151,0,5729,7628,52,1,1,16,2649,1142,0,0,0,0.0
2011/08/18 15:43:13.904705,0.26462800000000003,1,4806,41238,0,5728,7628,52,1,1,15,2064,895,0,0,0,0.0
2011/08/18 15:43:14.161242,0.25449299999999997,1,4806,41239,0,5728,7628,52,1,1,16,2677,1162,0,0,0,0.0
2011/08/18 15:43:14.332106,0.255362,1,4806,41154,0,5729,7628,52,1,1,16,2649,1142,0,0,0,0.0
2011/08/18 15:43:14.408065,0.28328200000000003,1,4806,41241,0,5728,7628,52,1,1,16,2677,1162,0,0,0,0.0
2011/08/18 15:43:19.890892,0.00054,2,4806,33392,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:19.891954,0.000323,2,4806,20803,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:19.893008,0.017848,1,4806,32210,0,5733,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:43:29.890984,0.000412,2,4806,39490,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:29.891899,0.000272,2,4806,36222,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:29.892845,0.018659000000000002,1,4806,33204,0,5728,12186,43,1,1,7,478,272,0,0,0,0.0
2011/08/18 15:43:37.535667,0.00036899999999999997,2,4806,38305,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:43:37.536836,0.00022200000000000003,2,4806,39249,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:43:37.538788,0.22653299999999998,1,4806,22036,0,5115,12186,52,1,1,10,1219,549,0,0,0,0.0
2011/08/18 15:43:39.890968,0.000405,2,4806,23617,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:39.891934,0.000404,2,4806,29742,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:39.892958,0.01824,1,4806,33206,0,5728,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:43:49.890984,0.00040899999999999997,2,4806,25457,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:49.891919,0.00040300000000000004,2,4806,36071,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:49.893033,0.017881,1,4806,18954,0,5730,12186,43,1,1,7,478,272,0,0,0,0.0
2011/08/18 15:43:59.891011,0.000368,2,4806,40837,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:59.891997,0.000356,2,4806,38332,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:43:59.893071,0.018105,1,4806,34800,0,5726,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:44:08.541303,0.00041,2,4806,27136,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:44:08.542323,0.00044500000000000003,2,4806,38283,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:44:08.544364,0.23889000000000002,1,4806,22040,0,5115,12186,52,1,1,10,1219,549,0,0,0,0.0
2011/08/18 15:44:09.891026,0.00035499999999999996,2,4806,29191,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:09.891920,0.000307,2,4806,36453,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:09.892966,0.018144999999999998,1,4806,34801,0,5726,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:44:19.891031,0.00043,2,4806,25763,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:19.892008,0.00029,2,4806,20383,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:19.893018,0.018289,1,4806,19640,0,5727,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:44:29.891065,0.000297,2,4806,19105,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:29.891938,0.000259,2,4806,35506,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:29.892961,0.01813,1,4806,32220,0,5733,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:44:38.643872,0.000872,2,4961,8833,1,11271,1317,4,1,1,2,180,90,0,0,0,0.0
2011/08/18 15:44:39.543900,0.00023700000000000001,2,4806,40287,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:44:39.544548,0.00022200000000000003,2,4806,18702,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:44:39.545864,0.240819,1,4806,22044,0,5115,12186,52,1,1,10,1218,549,0,0,0,0.0
2011/08/18 15:44:39.891083,0.000321,2,4806,25340,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:39.891938,0.000368,2,4806,28752,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:39.893024,0.018593000000000002,1,4806,18961,0,5730,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:44:49.891114,0.00045999999999999996,2,4806,29549,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:49.891922,0.00037200000000000004,2,4806,24998,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:49.892832,0.018196,1,4806,31166,0,5729,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:44:59.891221,0.000452,2,4806,25677,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:59.892189,0.00037799999999999997,2,4806,24485,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:44:59.893243,0.018693,1,4806,34807,0,5726,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:45:09.891192,0.00048300000000000003,2,4806,20435,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:09.892216,0.000336,2,4806,19223,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:09.893306,0.018659000000000002,1,4806,32226,0,5733,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:45:10.538612,0.00037799999999999997,2,4806,27449,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:45:10.539592,0.000377,2,4806,33257,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:45:10.541527,0.255864,1,4806,22047,0,5115,12186,52,1,1,10,1219,549,0,0,0,0.0
2011/08/18 15:45:19.891185,0.000388,2,4806,18855,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:19.892125,0.000405,2,4806,27666,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:19.893253,0.018008,1,4806,31169,0,5729,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:45:29.354944,0.00028700000000000004,2,4806,24797,1,2578,9437,4,1,1,2,223,76,0,0,0,0.0
2011/08/18 15:45:29.355704,0.00040199999999999996,2,4806,22775,1,2578,9437,4,1,1,2,565,76,0,0,0,0.0
2011/08/18 15:45:29.356908,322.791992,1,4806,20852,0,9365,12186,52,1,1,123,77893,13876,0,0,4,4.0
2011/08/18 15:45:29.891274,0.000361,2,4806,18892,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:29.892143,0.000404,2,4806,19632,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:29.893210,0.018412,1,4806,31171,0,5729,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:45:39.892240,0.00031299999999999996,2,4806,22962,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:39.893056,0.000365,2,4806,20966,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:39.894139,0.018092,1,4806,33220,0,5728,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:45:41.539851,0.000295,2,4806,28203,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:45:41.540601,0.000342,2,4806,41592,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:45:41.542559,0.25698899999999997,1,4806,22051,0,5115,12186,52,1,1,10,1219,549,0,0,0,0.0
2011/08/18 15:45:49.892257,0.00035,2,4806,42363,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:49.893056,0.000324,2,4806,28783,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:49.893902,0.018299,1,4806,34814,0,5726,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:45:59.892264,0.00043499999999999995,2,4806,23886,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:59.893200,0.000301,2,4806,37030,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:45:59.894333,0.017899,1,4806,18972,0,5730,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:46:09.892315,0.000408,2,4806,34363,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:09.893261,0.00041500000000000006,2,4806,26137,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:09.894416,0.018499,1,4806,33224,0,5728,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:46:12.530323,0.000296,2,4806,42518,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:46:12.531145,0.00022799999999999999,2,4806,25366,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:46:12.532298,0.238169,1,4806,22055,0,5115,12186,52,1,1,10,1219,549,0,0,0,0.0
2011/08/18 15:46:19.892436,0.000279,2,4806,42904,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:19.893277,0.00032599999999999996,2,4806,34285,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:19.894357,0.018259,1,4806,31178,0,5729,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:46:21.998094,0.009868,2,4806,41980,1,2578,9437,4,1,1,2,283,97,0,0,0,0.0
2011/08/18 15:46:22.008501,0.02011,2,4806,34255,1,2578,9437,4,1,1,2,401,97,0,0,0,0.0
2011/08/18 15:46:22.029347,250.13537599999998,1,4806,39786,0,5742,12186,52,1,1,15422,15580646,329928,0,2,3,13.0
2011/08/18 15:46:29.892344,0.000335,2,4806,29592,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:29.893323,0.000383,2,4806,21759,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:29.894360,0.017947,1,4806,34820,0,5726,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:46:39.892410,0.000285,2,4806,20928,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:39.893309,0.00041,2,4806,32961,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:39.894422,0.018224,1,4806,18977,0,5730,12186,43,1,1,7,478,272,0,0,0,0.0
2011/08/18 15:46:43.533776,0.000299,2,4806,37006,1,2578,9437,4,1,1,2,244,81,0,0,0,0.0
2011/08/18 15:46:43.534683,0.000324,2,4806,34697,1,2578,9437,4,1,1,2,280,81,0,0,0,0.0
2011/08/18 15:46:43.535802,0.265621,1,4806,22061,0,5115,12186,52,1,1,10,1219,549,0,0,0,0.0
2011/08/18 15:46:49.892358,0.000386,2,4806,21533,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:49.893331,0.000275,2,4806,27869,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:49.894341,0.018272999999999998,1,4806,32243,0,5733,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:46:54.407073,0.075196,1,4778,21155,2,2555,12491,91,1,1,12,1194,647,0,0,0,0.0
2011/08/18 15:46:59.892494,0.000436,2,4806,32935,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:59.893527,0.000376,2,4806,24101,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:46:59.894636,0.018294,1,4806,33232,0,5728,12186,43,1,1,6,412,272,0,0,0,0.0
2011/08/18 15:47:09.892447,0.000482,2,4806,18300,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
2011/08/18 15:47:09.893516,0.00036,2,4806,26005,1,2578,9437,4,1,1,2,400,74,0,0,0,0.0
